,condition,time,type
2455,Autonomous,10.762564896,Move close
2456,Autonomous,3.552419817,Move close
2457,Autonomous,0.251166258,Move close
2458,Autonomous,0.101147054,Move close
2459,Autonomous,5.165047537,Move close
2460,Autonomous,9.904121577,Move close
2461,Autonomous,7.390775138,Move close
2462,Autonomous,1.198038051,Move close
2463,Autonomous,10.371476469,Move close
2464,Autonomous,10.488260278,Move close
2465,Autonomous,5.81521419,Move close
2466,Autonomous,8.137294034,Move close
2467,Autonomous,11.602797175,Move close
2468,Autonomous,2.287368158,Move close
2469,Autonomous,15.130074951,Move close
2470,Autonomous,8.509557839,Move close
2471,Autonomous,1.071184693,Move close
2472,Autonomous,2.234178505,Move close
2473,Autonomous,1.120297772,Move close
2474,Autonomous,0.361628482,Move close
2475,Autonomous,1.373145432,Move close
2476,Autonomous,4.144248605,Move close
2477,Autonomous,0.793687336,Move close
2478,Autonomous,2.334602928,Move close
2479,Autonomous,9.422144043,Move close
2480,Autonomous,5.011205181,Move close
2481,Autonomous,5.216027068,Move close
2482,Autonomous,17.213790651,Move close
2483,Autonomous,6.267925531,Move close
2484,Autonomous,10.666012645,Move close
2485,Autonomous,1.992189086,Move close
2486,Autonomous,19.115806032,Move close
2487,Autonomous,7.817092268,Move close
2488,Autonomous,11.389386337,Move close
2489,Autonomous,13.016081879,Move close
2490,Autonomous,11.846825271,Move close
2491,Autonomous,0.630042278,Move close
2492,Autonomous,9.693188645,Move close
2493,Autonomous,10.385363799,Move close
2494,Autonomous,7.28832267,Move close
2495,Autonomous,8.048683103,Move close
2496,Autonomous,0.063334395,Move close
2497,Autonomous,8.576534427,Move close
2498,Autonomous,3.76510609,Move close
2499,Autonomous,2.447107186,Move close
2500,Autonomous,16.594295293,Move close
2501,Autonomous,13.965743182,Move close
2502,Autonomous,7.783015237,Move close
2503,Autonomous,13.862089434,Move close
2504,Autonomous,13.32087074,Move close
2505,Autonomous,5.931292056,Move close
2506,Autonomous,0.908952671,Move close
2507,Autonomous,12.067510941,Move close
2508,Autonomous,7.851356814,Move close
2509,Autonomous,0.077650883,Move close
2510,Autonomous,11.433004234,Move close
2511,Autonomous,3.543753386,Move close
2512,Autonomous,12.622339167,Move close
2513,Autonomous,19.906200436,Move close
2514,Autonomous,5.279395627,Move close
2515,Autonomous,9.229496874,Move close
2516,Autonomous,12.845047468,Move close
2517,Autonomous,0.743746968,Move close
2518,Autonomous,0.47991773,Move close
2519,Autonomous,15.738694129,Move close
2520,Autonomous,9.357280362,Move close
2521,Autonomous,1.01324578,Move close
2522,Autonomous,11.244410684,Move close
2523,Autonomous,1.79179378,Move close
2524,Autonomous,13.463656407,Move close
2525,Autonomous,8.567529924,Move close
2526,Autonomous,15.490389282,Move close
2527,Autonomous,2.630041926,Move close
2528,Autonomous,28.204882512,Move close
2529,Autonomous,18.603844959,Move close
2530,Autonomous,10.963337882,Move close
2531,Autonomous,12.151984658,Move close
2532,Autonomous,9.27991911,Move close
2533,Autonomous,6.258962889,Move close
2534,Autonomous,11.227405075,Move close
2535,Autonomous,6.962116176,Move close
2536,Autonomous,7.224957012,Move close
2537,Autonomous,14.048287419,Move close
2538,Autonomous,0.425407135,Move close
2539,Autonomous,5.987958893,Move close
2540,Autonomous,4.139102163,Move close
2541,Autonomous,9.531254978,Move close
2542,Autonomous,14.362103173,Move close
2543,Autonomous,10.126658073,Move close
2544,Autonomous,0.093045576,Move close
2545,Autonomous,1.482691161,Move close
2546,Autonomous,8.960130368,Move close
2547,Autonomous,10.332616792,Move close
2548,Autonomous,7.971733113,Move close
2549,Autonomous,5.313821807,Move close
2550,Autonomous,8.787226316,Move close
2551,Autonomous,6.636670919,Move close
2552,Autonomous,17.563252209,Move close
2553,Autonomous,1.303732244,Move close
2554,Autonomous,11.795989887,Move close
2555,Autonomous,0.502016684,Move close
2556,Autonomous,1.224505602,Move close
2557,Autonomous,1.068390834,Move close
2558,Autonomous,3.318528514,Move close
2559,Autonomous,12.1707808,Move close
2560,Autonomous,10.478472682,Move close
2561,Autonomous,6.444404484,Move close
2562,Autonomous,8.11792194,Move close
2563,Autonomous,19.830444536,Move close
2564,Autonomous,1.034752395,Move close
2565,Autonomous,10.777896011,Move close
2566,Autonomous,9.934712611,Move close
2567,Autonomous,7.442220872,Move close
2568,Autonomous,14.033572755,Move close
2569,Autonomous,5.358491759,Move close
2570,Autonomous,1.397724729,Move close
2571,Autonomous,18.885619074,Move close
2572,Autonomous,11.5706989,Move close
2573,Autonomous,8.089225903,Move close
2574,Autonomous,16.984263977,Move close
2575,Autonomous,0.5647147,Move close
2576,Autonomous,5.29720478,Move close
2577,Autonomous,8.939087951,Move close
2578,Autonomous,0.779736646,Move close
2579,Autonomous,0.281076882,Move close
2580,Autonomous,4.902515076,Move close
2581,Autonomous,1.001879071,Move close
2582,Autonomous,1.409094679,Move close
2583,Autonomous,0.596804972,Move close
2584,Autonomous,18.03917424,Move close
2585,Autonomous,0.267450913,Move close
2586,Autonomous,0.755459702,Move close
2587,Autonomous,0.656725769,Move close
2588,Autonomous,6.886962913,Move close
2589,Autonomous,7.958530798,Move close
2590,Autonomous,8.698747479,Move close
2591,Autonomous,10.008274992,Move close
2592,Autonomous,7.786872799,Move close
2593,Autonomous,11.284015011,Move close
2594,Autonomous,10.227014167,Move close
2595,Autonomous,0.544951272,Move close
2596,Autonomous,0.65556561,Move close
2597,Autonomous,0.031935507,Move close
2598,Autonomous,7.786598521,Move close
2599,Autonomous,5.24263175,Move close
2600,Autonomous,9.519123772,Move close
2601,Autonomous,8.142476379,Move close
2602,Autonomous,8.405168789,Move close
2603,Autonomous,3.686429863,Move close
2604,Autonomous,0.514876423,Move close
2605,Autonomous,1.920746193,Move close
